work_i	ref_i	era_i	work_j	ref_j	era_j	score	chain_len	matched_words	snippet_i	snippet_j	author_i	author_j	title_i	title_j	tag
tlg0086.tlg010	7/#7	ancient_classical	4031.002	/71#3	11th_12th	0.0682	8	8	οὕτω δὲ οὐδὲ μακάριον καὶ εὐδαίμονα μία ἡμέρα οὐδ ὀλίγος χρόνος περιγεγράφθω μὲν οὖν τἀγαθὸν ταύτῃ δεῖ	παρατάσει τῆς ὥρας ταύτης ἁρμόδιος οὕτως οὐδὲ μακάριον καὶ εὐδαίμονα μία ἡμέρα ἢ ὀλίγος χρόνος ποιεῖ ἀλλὰ δεῖ διὰ τέλους παραμένειν	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	13/#2	ancient_classical	4031.002	/112#1	11th_12th	0.0367	10	14	προκειμένων λέγεται δὲ περὶ αὐτῆς καὶ ἐν τοῖς ἐξωτερικοῖς λόγοις ἀρκούντως ἔνια καὶ χρηστέον αὐτοῖς οἷον τὸ μὲν ἄλογον αὐτῆς εἶναι τὸ δὲ λόγον ἔχον ταῦτα δὲ πότερον διώρισται καθάπερ τὰ	Εἰπὼν ὅτι ἐν τοῖς ἐξωτερικοῖς λόγοις ἱκανῶς περὶ ψυχῆς εἴρηται οὐχ ὅτι τελείως ἐν ἐκείνοις ἡ περὶ αὐτῆς παραδίδοται θεωρία ἀλλ ὅτι τοσοῦτον ὅσον ἀρκεῖν τὰ ἐκεῖσε λεγόμενα πρὸς τὴν προκειμένην τῶν ἀρετῶν διδασκα λίαν λέγει καὶ τίνα τὰ ἐν ἐκείνοις εἰρημένα ἐστίν φησὶ γὰρ οἷον τὸ μὲν ἄλογον αὐτῆς εἶναι τὸ δὲ λόγον ἔχον καὶ ἔτι οὐδὲ τὸ ἄλογον τῆς	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	13/#6	ancient_classical	4031.002	/119#1	11th_12th	0.0646	8	8	ἔχειν λόγον καὶ οὐχὥσπερ τῶν μαθηματικῶν ὅτι δὲ πείθεταί πως ὑπὸ λόγου τὸ ἄλογον μηνύει καὶ ἡ νουθέτησις καὶ πᾶσα	λέγεσθαι ἐπὶ τοῦ ὀρεκτοῦ τῆς ψυχῆς Ὅτι δὲ πείθεταί πως ὑπὸ λόγου τὸ ἄλογον Τὸ μετέχειν λόγου τὸ ὀρεκτὸν ἔδειξεν	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	3/#1	ancient_classical	4031.002	/17#2	11th_12th	0.0406	10	10	λέγοιτο δ ἂν ἱκανῶς εἰ κατὰ τὴν ὑποκειμένην ὕλην διασαφηθείη τὸ γὰρ ἀκριβὲς οὐχ ὁμοίως ἐν	μέθοδος τούτων ἐφίεται πολιτική τις οὖσα λέγοιτο δ ἂν ἱκανῶς εἰ κατὰ τὴν ὑποκειμένην ὕλην διασαφηθείη Μέχρι μὲν τῶν εἰρημένων τὸ πρῶτον	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	3/#1	ancient_classical	4031.002	/18#2	11th_12th	0.0422	10	14	λέγοιτο δ ἂν ἱκανῶς εἰ κατὰ τὴν ὑποκειμένην ὕλην διασαφηθείη τὸ γὰρ ἀκριβὲς οὐχ ὁμοίως ἐν ἅπασι τοῖς λόγοις ἐπιζητητέον ὥσπερ οὐδ ἐν τοῖς δημιουργουμένοις τὰ δὲ καλὰ καὶ τὰ δίκαια περὶ ὧν ἡ πολιτικὴ σκοπεῖται πολλὴν	κατορθοῖ πολιτικὸς δὲ ἀνὴρ ὁ τὰ καλὰ καὶ τὰ δίκαια αὐτός τε εἰδὼς ἀφ ἑαυτοῦ καὶ διδάσκων ἐν πόλεσι καὶ τῆς τελειό τητος ἐν πολλοῖς ἐφικνούμενος πολίτῃ δὲ ἱκανὸν ᾗ πολίτης ἐστίν εἰ καθ ἑαυτὸν εἴη τὰ δέοντα κατορθῶν καὶ κοινωνὸς ἀγαθὸς τοῖς πολιτευομένοις γινόμενος Λέγοιτο δ ἂν ἱκανῶς εἰ κατὰ τὴν ὑποκειμένην ὕλην διασαφηθείη ἐντεῦθεν τοῦ δευτέρου προοιμίου ἀπάρχεται διδάσκων	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	7/#6	ancient_classical	4031.002	/70#3	11th_12th	0.0256	8	8	εὖ κατὰ τὴν οἰκείαν ἀρετὴν ἀποτελεῖται εἰ δ οὕτω τὸ ἀνθρώπινον ἀγαθὸν ψυχῆς ἐνέργεια γίνεται κατ ἀρετήν εἰ δὲ πλείους	ἐν ταῖς ἐνεργείαις καὶ ταῖς προχειρίσεσιν Εἰ δ οὕτω τὸ ἀνθρώπινον ἀγαθὸν ψυχῆς ἐνέργεια Ὡς ἐκ περιόδου τὴν περὶ τῆς	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	7/#6	ancient_classical	4031.002	/71#3	11th_12th	0.0707	8	8	ποιεῖ οὐδὲ μία ἡμέρα οὕτω δὲ οὐδὲ μακάριον καὶ εὐδαίμονα μία ἡμέρα οὐδ ὀλίγος χρόνος περιγεγράφθω μὲν οὖν τἀγαθὸν ταύτῃ δεῖ	παρατάσει τῆς ὥρας ταύτης ἁρμόδιος οὕτως οὐδὲ μακάριον καὶ εὐδαίμονα μία ἡμέρα ἢ ὀλίγος χρόνος ποιεῖ ἀλλὰ δεῖ διὰ τέλους παραμένειν	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	7/#8	ancient_classical	4031.002	/74#3	11th_12th	0.018	8	15	τἀληθοῦς τὸν αὐτὸν δὴ τρόπον καὶ ἐν τοῖς ἄλλοις ποιητέον ὅπως μὴ τὰ πάρεργα τῶν ἔργων πλείω γίνηται οὐκ ἀπαιτητέον δ οὐδὲ τὴν αἰτίαν	καὶ θεωρεῖν ἡ ἐπιστήμη αὐτοῖς ἐπαγγέλλεται Τὸν αὐτὸν δὲ τρόπον καὶ ἐν τοῖς ἄλλοις Εἰς παράστασιν τοῦ ὅτι κατὰ τὴν ὑποκειμένην ὕλην δεῖ ζητεῖν τὴν ἀκρίβειαν λαβὼν εἰς παράδειγμα τὴν ὀρθὴν καὶ δείξας ἐκ ταύτης ὅτι καὶ ἐν ἑνὶ πολλάκις ὑποκειμένῳ διαφόρως πέφυκε ζητεῖσθαι ἡ ἀκρίβεια διὰ τὸ τῶν μεθόδων διάφορον αἳ περὶ αὐτὸ καταγίνονται πρὸς τὸ καθόλου τὸν λόγον ἀνήνεγκεν ὡς δέον οὕτω κἀν τοῖς ἄλλοις ποιεῖν εἶτα καὶ αἰτίαν λέγει δι ἣν συλληπτικῶς εἶπε καὶ οὐκ εἰς πλείω αὐτὰ ἐξέτεινε παραδεί γματα ὅπως γάρ φησι μὴ τὰ πάρεργα τῶν ἔργων πλείω γίγνηται τὸ γὰρ προκείμενόν ἐστιν ἀναγράψαι τὴν	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	10/#5	ancient_classical	4031.002	/98#2	11th_12th	0.0463	8	8	ποιήσει καὶ γὰρ αὐτὰ συνεπικοσμεῖν πέφυκεν καὶ ἡ χρῆσις αὐτῶν καλὴ καὶ σπουδαία γίνεται ἀνάπαλιν δὲ συμβαίνοντα θλίβει καὶ λυμαίνεται	παραρτήματά τινα ὄντα καὶ ἐπικο σμήματα καὶ ἡ χρῆσις αὐτῶν καλὴ καὶ σπουδαῖα γίνεται τῆς κατ ἀρετὴν τοῦ εὐδαίμονος καλλονῆς	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	12/#1	ancient_classical	4031.002	/105#3	11th_12th	0.02	10	14	τινα πεφυκέναι καὶ ἔχειν πως πρὸς ἀγαθόν τι καὶ σπουδαῖον δῆλον δὲ τοῦτο καὶ ἐκ τῶν περὶ τοὺς θεοὺς ἐπαίνων γελοῖοι γὰρ φαίνονται πρὸς ἡμᾶς ἀναφερόμενοι	τοπικῶν διαστημάτων διέλευσιν ταῦτα γὰρ ἄμφω ἀγαθά τε καὶ σπουδαῖα διὰ τὸ καιροῦ καλοῦντος τῇ τῶν ἀνθρώπων ζωῇ συμβάλλεσθαι Δῆλον δὲ τοῦτο καὶ ἐκ τῶν περὶ τοὺς θεοὺς ἐπαίνων Πρὸς βεβαίωσιν ἔτι τοῦ τὰ ἐπαινετὰ	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	6/#2	ancient_classical	4031.002	/49#1	11th_12th	0.0448	9	9	μὲν ἰατρικὴ ἐν πόνοις δὲ γυμναστική ἀπορήσειε δ ἄν τις τί ποτε καὶ βούλονται λέγειν αὐτοέκαστον	ὁ βουλόμενος ἀναλεγέσθω τὰ παρ ἐκείνοις Ἀπορήσειε δ ἄν τις τί ποτε καὶ βούλονται λέγειν Οὗτος ὁ λόγος οὐ πρὸς τὸ	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	8/#3	ancient_classical	4031.002	/82#1	11th_12th	0.024	8	8	αὐτὸν δὲ τρόπον καὶ τὰ δίκαια τῷ φιλοδικαίῳ καὶ ὅλως τὰ κατ ἀρετὴν τῷ φιλαρέτῳ τοῖς μὲν οὖν πολλοῖς τὰ ἡδέα	προκείμενον τὸν αὐτὸν τρόπον φάσκων καὶ τὰ δίκαια καὶ ὅλως τὰ κατ ἀρετὴν τῷ φιλαρέτῳ ἐπεὶ	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	8/#5	ancient_classical	4031.002	/85#1	11th_12th	0.0296	8	8	τὴν ἀρίστην φαμὲν εἶναι τὴν εὐδαιμονίαν φαίνεται δ ὅμως καὶ τῶν ἐκτὸς ἀγαθῶν προσδεομένη καθάπερ εἴπομεν ἀδύνατον γὰρ ἢ οὐ	Φαίνεται δ ὅμως καὶ τῶν ἐκτὸς ἀγαθῶν προσδεομένη Εἰ καὶ αὐτὸ τέλος φησίν ἡ	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	9/#2	ancient_classical	4031.002	/89#1	11th_12th	0.0389	8	13	καὶ μάλιστα τὰ κατὰ τὴν ἀρίστην τὸ δὲ μέγιστον καὶ κάλλιστον ἐπιτρέψαι τύχῃ λίαν πλημμελὲς ἂν εἴη συμφανὲς δ ἐστὶ καὶ ἐκ τοῦ λόγου τὸ ζητούμενον εἴρηται γὰρ ψυχῆς ἐνέργεια κατ ἀρετὴν	ἡ τοῦ πράγμα τος φύσις ἐπιδέχεται Τὸ δὲ μέγιστον καὶ κάλλιστον Εἰ μέγιστον καὶ κάλλιστον φησίν ἡ εὐδαιμονία πῶς οὐκ ἂν εἴη ἡμαρτημένον αἰτίαν ζητοῦντας αὐτῆς ἐπιτρέψαι αὐτὴν τῷ τῶν αἰτίων χεί ρονι τῇ τύχῃ καὶ τῷ αὐτομάτῳ εἴπερ ὅλως αἴτια δεῖ λέγειν αὐτά πράγ ματα ὡς εἰπεῖν ἀνυπόστατα καὶ ὡς ἐν παρυποστάσει τὸ εἶναι ἔχοντα Συμφανὲς δέ ἐστι καὶ ἐκ τοῦ λόγου τὸ ζητούμενον Τὸν τῆς εὐδαιμονίας ὁρισμὸν ἐκ πολλῶν	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	12/#3	ancient_classical	4031.002	/108#2	11th_12th	0.031	9	9	χάριν τὰ λοιπὰ πάντα πάντες πράττομεν τὴν ἀρχὴν δὲ καὶ τὸ αἴτιον τῶν ἀγαθῶν τίμιόν τι καὶ θεῖον τίθεμεν ἑκουσίῳ δὲ	κατορθοῦντες εἰς τὴν αὐτῆς προκόπτωμεν τελειότητα τὴν ἀρχὴν δὲ καὶ τὸ αἴτιον τῶν ἀγαθῶν τίμιον καὶ θεῖον ὁμολογοῦμεν τιμία ἄρα καὶ	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	13/#2	ancient_classical	4031.002	/112#3	11th_12th	0.0319	8	9	ἔχον ταῦτα δὲ πότερον διώρισται καθάπερ τὰ τοῦ σώματος μόρια καὶ πᾶν τὸ μεριστόν ἢ τῷ λόγῳ δύο ἐστὶν ἀχώριστα πεφυκότα καθάπερ	ἔχον καὶ τὸ ἄλογον διέστηκε ὥσπερ τὰ τοῦ σώματος μόρια καὶ πάντα τὰ μεριστά εἴτε τοῦτο μὲν οὐ λόγῳ δὲ μόνον δύο ἐστὶν ἀχώριστα ἀλλήλων κατὰ τόπον ὑπάρχοντα οὐδὲν χρησιμεύει ἐξετάζειν πρὸς τὸ παρόν ὅτι δὲ τὰ τοῦ σώματος μόρια οὐ λόγῳ μόνον ἀλλὰ καὶ τόποις ἀλλήλων διέστηκεν ἐναργὲς ὡς καὶ τῇ αἰσθήσει ληπτόν τοῦτο δὲ καὶ ἅπαν τὸ μεριστόν μεριστὰ τὰ μεγέθη φησίν οἷον γραμμὴν καὶ ἐπιφά	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	13/#4	ancient_classical	4031.002	/115#1	11th_12th	0.0522	8	8	τῶν ἐπιεικῶν ἢ τῶν τυχόντων ἀλλὰ περὶ μὲν τούτων ἅλις καὶ τὸ θρεπτικὸν ἐατέον ἐπειδὴ τῆς ἀνθρωπικῆς ἀρετῆς ἄμοιρον πέφυκεν	μὴ ἐμποδιζομένης τοῖς κατ αἴσθησιν ἐνεργήμασι Περὶ μὲν τούτων ἅλις καὶ τὸ θρεπτικὸν ἐατέον Περὶ μὲν οὖν τῆς φυτικῆς καὶ	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	13/#5	ancient_classical	4031.002	/117#1	11th_12th	0.0609	8	8	καὶ τοῦτο φαίνεται μετέχειν ὥσπερ εἴπομεν πειθαρχεῖ γοῦν τῷ λόγῳ τὸ τοῦ ἐγκρατοῦς ἔτι δ ἴσως εὐηκοώτερόν ἐστι τὸ τοῦ	καὶ λόγου ἐστὶ κατήκοον παρίστησι λέγων πειθαρχεῖ γοῦν τῷ λόγῳ τὸ τοῦ ἐγκρατοῦς εἰ γὰρ μὴ ἐπεφύκει πως λογικεύεσθαι οὐκ	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	3/#1	ancient_classical	4031.002	/21#1	11th_12th	0.0511	8	12	διὰ πλοῦτον ἕτεροι δὲ δι ἀνδρείαν ἀγαπητὸν οὖν περὶ τοιούτων καὶ ἐκ τοιούτων λέγοντας παχυλῶς καὶ τύπῳ τἀληθὲς ἐνδείκνυσθαι καὶ περὶ τῶν ὡς ἐπὶ τὸ πολὺ καὶ ἐκ τοιούτων λέγοντας τοιαῦτα καὶ συμπεραίνεσθαι τὸν αὐτὸν δὴ	μὴ κλαίειν λέγοντα τὰς μητέρας αὐτῶν Ἀγαπητὸν οὖν περὶ τοιούτων καὶ ἐκ τοιούτων λέγοντας Ἐπεὶ τοσαύτην φησὶν ἔχει ἀμφιβολίαν τὰ	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	6/#5	ancient_classical	4031.002	/56#1	11th_12th	0.0455	8	15	νοῦς καὶ ἄλλο δὴ ἐν ἄλλῳ ἀλλ ἴσως ταῦτα μὲν ἀφετέον τὸ νῦν ἐξακριβοῦν γὰρ ὑπὲρ αὐτῶν ἄλλης ἂν εἴη φιλοσοφίας οἰκειότερον ὁμοίως δὲ καὶ περὶ τῆς ἰδέας εἰ γὰρ καὶ ἔστιν ἕν τι τὸ κοινῇ	τῇ εἰκόνι λέγειν ἀλλ εἰκόνος ἀρχέτυπον Ἀλλ ἴσως ταῦτα μὲν ἀφετέον τὰ νῦν Περὶ τοῦ τρόπου τῆς ὁμωνυμίας καθ ὃν ἀγαθὰ πάντα τὰ ἀγαθὰ λέγεται παραιτεῖται νῦν ἐξετάζειν ὡς οὐ τῆς ἠθικῆς ὂν φιλοσοφίας ἤ τινος ἄλλης ὑπὸ τὴν πρακτικὴν τὸ περὶ τούτων ἐξακριβοῦν ἀλλὰ τῆς μετὰ τὰ φυσικά ἧς ἐν τῷ δ περὶ τῶν πλεοναχῶς λεγομένων ἐξακριβοῦται διὸ καὶ ἐπάγει ὁμοίως δὲ καὶ περὶ τῆς ἰδέας ἐν γὰρ τῷ β τῆς πραγματείας ἐκείνης καὶ	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	6/#5	ancient_classical	4031.002	/56#2	11th_12th	0.0126	8	8	ὁμοίως δὲ καὶ περὶ τῆς ἰδέας εἰ γὰρ καὶ ἔστιν ἕν τι τὸ κοινῇ κατηγορούμενον ἀγαθὸν ἢ χωριστὸν αὐτό τι καθ	τοῦ ἀνθρωπίνου ἀγαθοῦ προθε μένῳ εἰπεῖν Εἰ γὰρ καὶ ἔστιν ἕν τι καὶ κοινῇ κατηγορούμενον Τοῦτο αὐτὸ ἐν τούτοις κατασκευάζει τὸ	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	8/#2	ancient_classical	4031.002	/79#4	11th_12th	0.0581	8	8	εἶναι δοκεῖ τοῖς δὲ ταῦτα ἢ τούτων τι μεθ ἡδονῆς ἢ οὐκ ἄνευ ἡδονῆς ἕτεροι δὲ καὶ τὴν ἐκτὸς εὐετηρίαν	τούτων τι μεθ ἡδονῆς ἢ οὐκ ἄνευ ἡδονῆς συνῳδὰ πάντα τῷ λόγῳ πάντα γὰρ	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	13/#6	ancient_classical	4031.002	/120#1	11th_12th	0.0394	9	13	φάναι λόγον ἔχειν διττὸν ἔσται καὶ τὸ λόγον ἔχον τὸ μὲν κυρίως καὶ ἐν αὑτῷ τὸ δ ὥσπερ τοῦ πατρὸς ἀκουστικόν τι διορίζεται δὲ καὶ ἡ ἀρετὴ κατὰ τὴν διαφορὰν ταύτην λέγομεν γὰρ αὐτῶν τὰς μὲν διανοητικὰς	καὶ δι ἑαυτό ὡς ἐν ἑαυτῷ τὸν λόγον ἔχον τὸ δὲ δευτέρως καὶ δι ἕτερον ὡς ἑτέρωθεν τὸν λόγον δεχόμενον καὶ οὕτως ὡς εἴ τις ὑπήκοος πατρὸς οἰκείου φρονήσει γίνεται ὁ γὰρ ἐν ἑκάστῳ λόγῳ πατρὸς ἐπέχων λόγον ὡς παιδὶ λειπομένῳ φρονήσεως ἐπιτάττειν πέφυκε τῷ ζωτικῷ καὶ ὀρεκτικῷ καὶ αἰσθητικῷ τῆς ψυχῆς χρὴ οὖν καὶ τὸν λόγον νήφειν ὡς μὴ τῇ πρὸς τὸ χεῖρον κατασύρεσθαι προσπαθείᾳ καὶ τὸ ὑπ αὐτὸν καὶ ὑπήκοον οὕτως ἀσκεῖν καὶ παιδεύειν ὡς μὴ πρὸς αὐτὸν ἀντιμάχεσθαι Διορίζεται δὲ καὶ ἡ ἀρετὴ κατὰ τὴν διαφορὰν ταύτην Ἐπεὶ μὴ καθ αὑτὸ τὴν τῶν	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	13/#6	ancient_classical	4031.002	/119#2	11th_12th	0.0475	8	8	καὶ πᾶσα ἐπιτίμησίς τε καὶ παράκλησις εἰ δὲ χρὴ καὶ τοῦτο φάναι λόγον ἔχειν διττὸν ἔσται καὶ τὸ λόγον ἔχον	ἀπὸ τῆς τῶν ἀλόγων παθῶν κατακυριεύσεως Εἰ δὲ χρὴ καὶ τοῦτο φάναι λόγον ἔχειν Ἐπειδὴ καὶ τὸ ἐν ἀνθρώπῳ ζωτικὸν	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	6/#2	ancient_classical	4031.002	/43#3	11th_12th	0.0434	8	13	οὐκ ἂν εἴη κοινή τις ἐπὶ τούτοις ἰδέα ἔτι δ ἐπεὶ τἀγαθὸν ἰσαχῶς λέγεται τῷ ὄντι καὶ γὰρ ἐν τῷ τί λέγεται οἷον ὁ θεὸς καὶ ὁ νοῦς καὶ ἐν τῷ ποιῷ αἱ ἀρεταί καὶ ἐν τῷ ποσῷ τὸ μέτριον καὶ ἐν τῷ πρός τι τὸ χρήσιμον καὶ ἐν χρόνῳ καιρός καὶ ἐν τόπῳ δίαιτα καὶ ἕτερα τοιαῦτα δῆλον ὡς οὐκ ἂν εἴη κοινόν τι καθόλου καὶ ἕν οὐ γὰρ ἂν	οὕτως αὐτῷ ἕτερόν τι παραφύεσθαι Ὥστ οὐκ ἂν εἴη κοινή τις ἐπὶ τούτοις ἰδέα Συμπεραίνει τὸ ἐξ ἀρχῆς ὅτι οὐκ	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	6/#6	ancient_classical	4031.002	/57#3	11th_12th	0.0488	8	8	ἔσται ὁ τὴν ἰδέαν αὐτὴν τεθεαμένος φαίνεται μὲν γὰρ οὐδὲ τὴν ὑγίειαν οὕτως ἐπισκοπεῖν ὁ ἰατρός ἀλλὰ τὴν ἀνθρώπου μᾶλλον	ταῖς πρακτικαῖς ἐπιστήμαις τὴν γνῶσιν αὐτῆς Φαίνεται μὲν γὰρ οὐδὲ τὴν ὑγίειαν οὕτως ἐπισκοπεῖν Ἕτερον ἐπιχείρημα τοῦτο ἐκ τῶν ὑποκειμένων	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	8/#2	ancient_classical	4031.002	/81#1	11th_12th	0.0399	8	8	ὑπολαμβάνειν καὶ ἐν ἕξει ἢ ἐνεργείᾳ τὴν μὲν γὰρ ἕξιν ἐνδέχεται μηδὲν ἀγαθὸν ἀποτελεῖν ὑπάρχουσαν οἷον τῷ καθεύδοντι ἢ καὶ	ἐνεργούσῃ εἴη ἂν τὸ ὑπάρχειν διάκενον Τὴν μὲν γὰρ ἕξιν ἐνδέχεται μηδὲν ἀγαθὸν ἀποτελεῖν Διαφορὰν ἐν τούτοις παρίστησι τῆς ἕξεως	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	2/#1	ancient_classical	4031.002	/12#4	11th_12th	0.0528	9	9	εἶναι κενὴν καὶ ματαίαν τὴν ὄρεξιν δῆλον ὡς τοῦτ ἂν εἴη τἀγαθὸν καὶ τὸ ἄριστον ἆρ οὖν καὶ πρὸς τὸν βίον	δῆλον ὡς τοῦτ ἂν εἴη τἀγαθὸν καὶ τὸ ἄριστον Ὅτι μὲν δὴ πᾶσα ἕξις ἀνθρώπου	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	2/#2	ancient_classical	4031.002	/18#1	11th_12th	0.0518	8	8	δὲ καὶ θειότερον ἔθνει καὶ πόλεσιν ἡ μὲν οὖν μέθοδος τούτων ἐφίεται πολιτική τις οὖσα ἐπεὶ οὖν ἡ παροῦσα πραγματεία οὐ	καθιστῶν ὥσπερ τὸ πρῶτον προοίμιον ὡς ἡ μὲν προκειμένη μέθοδος τούτων ἐφίεται πολιτική τις οὖσα τούτων τίνων καὶ μὴν ὡς περὶ	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea I	
tlg0086.tlg010	12/#6	ancient_classical	4031.003	/384#1	11th_12th	0.537	30	103	τις περὶ αὐτῶν τί χρήσιμοί εἰσιν ἡ μὲν γὰρ σοφία οὐδὲν θεωρήσει ἐξ ὧν ἔσται εὐδαίμων ἄνθρωπος οὐδεμιᾶς γάρ ἐστι γενέσεως ἡ δὲ φρόνησις τοῦτο μὲν ἔχει ἀλλὰ τίνος ἕνεκα δεῖ αὐτῆς εἴπερ ἡ μὲν φρόνησίς ἐστιν ἡ περὶ τὰ δίκαια καὶ καλὰ καὶ ἀγαθὰ ἀνθρώπῳ ταῦτα δ ἐστὶν ἃ τοῦ ἀγαθοῦ ἐστὶν ἀνδρὸς πράττειν οὐδὲν δὲ πρακτικώτεροι τῷ εἰδέναι αὐτά ἐσμεν εἴπερ ἕξεις αἱ ἀρεταί εἰσιν ὥσπερ οὐδὲ τὰ ὑγιεινὰ οὐδὲ τὰ εὐεκτικά ὅσα μὴ τῷ ποιεῖν ἀλλὰ τῷ ἀπὸ τῆς ἕξεως εἶναι λέγεται οὐθὲν γὰρ πρακτικώτεροι τῷ ἔχειν τὴν ἰατρικὴν καὶ γυμναστικήν ἐσμεν εἰ δὲ μὴ τούτων χάριν φρόνιμον ῥητέον ἀλλὰ τοῦ γίνεσθαι τοῖς οὖσι σπουδαίοις οὐθὲν ἂν εἴη χρήσιμος ἔτι δ οὐδὲ τοῖς μὴ ἔχουσιν οὐδὲν γὰρ διοίσει	ἡ μὲν γὰρ σοφία οὐδὲν θεωρεῖ ἐξ ὧν ἔσται εὐδαίμων ἄνθρωπος οὐδεμιᾶς γάρ ἐστι γενέσεως ἡ δὲ φρόνησις τοῦτο μὲν ἔχει ἀλλὰ τίνος ἕνεκα δεῖ αὐτῆς εἴπερ ἡ μὲν φρόνησις ἡ περὶ τὰ δί καια καὶ καλὰ καὶ ἀγαθὰ ἀνθρώπῳ ταῦτα δ ἔστιν ἃ τοῦ ἀγα θοῦ ἐστιν ἀνδρὸς πράττειν οὐθὲν δὲ πρακτικώτεροι τῷ εἰδέναι αὐτά ἐσμεν εἴπερ ἕξεις αἱ ἀρεταί ὡς οὐδὲ τὰ ὑγιεινὰ οὐδὲ τὰ εὐεκτικά ὅσα μὴ τῷ ποιεῖν ἀλλὰ τῷ ἀπὸ τῆς ἕξεως εἶναι λέγε ται οὐθὲν δὲ πρακτικώτεροι τῷ ἔχειν τὴν ἰατρικὴν ἢ γυμνα στικήν ἐσμεν εἰ δὲ μὴ τούτων χάριν φρόνιμον θετέον ἀλλὰ τοῦ γενέσθαι τοῖς οὖσι σπουδαίοις οὐθὲν ἂν εἴη χρήσιμος ἔτι δὲ οὐδὲ τοῖς μὴ ἔχουσιν οὐθὲν γὰρ διοίσει αὐτοὺς ἔχειν ἢ ἄλλοις ἔχουσι πείθεσθαι	Aristotle	Eustratius of Nicaea	Ethica Nicomachea	In Ethica Nicomachea VI	
