id	author_i	title_i	ref_i	author_j	title_j	ref_j	chain_len	score	context_summary
28732	Michael Psellos	Theologica I	107/#1	Eustratius of Nicaea	In Analytica Posteriora II	/268#1	4	0.0	τὸ ὁ μὲν ἡμέτερος λόγος ὥσπερ ἵππου καὶ βοὸς καὶ ἀνθρώπου καὶ ἑκάστου τῶν ὑπὸ τὸ
28733	Michael Psellos	Theologica I	107/#8	Eustratius of Nicaea	In Analytica Posteriora II	/268#1	4	0.0	μὲν οὖν ἡμέτεροσ φησί λόγος ὥσπερ ἵππου καὶ βοὸς καὶ ἀνθρώπου καὶ ἑκάστου τῶν ὑπ
28736	Michael Psellos	Theologica I	97/#3	Eustratius of Nicaea	In Ethica Nicomachea I	/75#2	4	0.0	λόγον φασὶ τοῦ αἰτιατοῦ νῦν δὲ τὸ αἰτιατὸν τοῦ αἰτίου πρὸς ὃ βούλεται καὶ καταλλ
28737	Michael Psellos	Theologica I	90/#3	Eustratius of Nicaea	In Ethica Nicomachea I	/45#1	4	0.0	τὰ ὄντα καὶ μηδὲν τῶν ὄντων καὶ ὑπὲρ τὰ ὄντα καὶ ἐν τοῖς οὖσιν ἐν τῷ
28738	Michael Psellos	Theologica I	97/#4	Eustratius of Nicaea	In Ethica Nicomachea I	/36#1	4	0.0	δὲ ἑτεροκίνητον ἔδει δέ τι μέσον τῶν ἐναντίων εἶναι τοῦτο γοῦν ἐστιν ἡ ψυχή καὶ 
28739	Michael Psellos	Theologica I	101/#4	Eustratius of Nicaea	In Ethica Nicomachea I	/80#1	4	0.0	ζητεῖ δὲ καὶ περὶ τῆς τοῦ κυρίου παρουσίας πότερον τὴν διὰ
28740	Michael Psellos	Theologica I	3/#1	Eustratius of Nicaea	In Ethica Nicomachea I	/49#1	4	0.0	πότερον ἑαυτοὺς παραλογίζονται ἢ τοὺς πρὸς οὓς ὁ λόγος οὐ γὰρ ἁπλῶς ὅσα κατά τιν
28741	Michael Psellos	Theologica I	4/#10	Eustratius of Nicaea	In Ethica Nicomachea I	/63#2	4	0.0	κλήσει πρὸς πᾶσαν γραφικὴν μαρτυρίαν τυφλώττων καὶ πρὸς αὐτὸ τὸ ἀίδιον φῶς καὶ μ
28742	Michael Psellos	Theologica I	6/#12	Eustratius of Nicaea	In Ethica Nicomachea I	/2#2	4	0.0	οὕτω δὴ κατὰ τὸ ἀνάλογον καὶ ἡ διάλυσις οὐ γὰρ εὐθὺς ἀποθνῃσκόντων
28743	Michael Psellos	Theologica I	32/#11	Eustratius of Nicaea	In Ethica Nicomachea I	/54#2	4	0.0	ἂν καὶ ἐνώπιον τοῦ θεοῦ ληρώδης οὗτος ὁ λόγος καὶ τῆς Πορφυρίου πλάνης ἀμβλωθρίδ
28745	Michael Psellos	Theologica I	80/#2	Eustratius of Nicaea	In Ethica Nicomachea I	/80#1	4	0.0	ἀναλογίαν ἔχουσι πρὸς τὰς ἐν ψυχῇ δεῖ γὰρ καὶ ταύτην τὸ μέν τι φαγεῖν νοητῶς τὸ
28746	Michael Psellos	Theologica I	82/#5	Eustratius of Nicaea	In Ethica Nicomachea I	/29#1	4	0.0	Βασίλειος τῇ προσθήκῃ τοῦ ἀπαραλλάκτου πρὸς Οἱ μὲν οὖν ἄλλοι φιλόσοφοι οὕτως ὁ δ
28747	Michael Psellos	Theologica I	97/#3	Eustratius of Nicaea	In Ethica Nicomachea I	/36#1	4	0.0	δὲ ἑτεροκίνητον ἔδει δέ τι μέσον τῶν ἐναντίων εἶναι τοῦτο γοῦν ἐστιν ἡ ψυχή καὶ
28748	Michael Psellos	Theologica I	98/#5	Eustratius of Nicaea	In Ethica Nicomachea I	/94#3	4	0.0	κεφάλαιον ἐπὶ τὸ δεύτερον ἦλθε τοῦτο δὲ ἦν ἡ πρὸς ἀρετὴν τῶν ἀκουόντων παράκλησι
28749	Michael Psellos	Theologica I	101/#4	Eustratius of Nicaea	In Ethica Nicomachea I	/49#1	4	0.0	ζητεῖ δὲ καὶ περὶ τῆς τοῦ κυρίου παρουσίας πότερον τὴν διὰ σαρκὸς
28750	Michael Psellos	Theologica I	105/#8	Eustratius of Nicaea	In Ethica Nicomachea I	/37#3	4	0.0	τὴν σύστα σιν γεννῶν γὰρ τὸ ἓν τὸ ὄν καὶ τὸ ὂν τὸν νοῦν καὶ ὁ
28752	Michael Psellos	Theologica I	111/#6	Eustratius of Nicaea	In Ethica Nicomachea I	/117#2	4	0.0	λέγομεν καὶ ὥσπερ διὰ τὸ ἑτεροούσιον τοῦ λόγου καὶ τῆς σαρκὸς δύο οὐσίας φαμέν ο
28753	Michael Psellos	Theologica I	3/#4	Eustratius of Nicaea	In Ethica Nicomachea I	/74#2	4	0.0	οὐσιωδῶς κατηγορουμένων προσχρησαμένου τῷ ῥήματι οὗτος καὶ ἐπὶ τῶν κατὰ συμβεβηκ
28755	Michael Psellos	Theologica I	6/#3	Eustratius of Nicaea	In Ethica Nicomachea I	/42#3	4	0.0	διὰ ταῦτα τούτους μὲν τέως ἀφήσομεν τὰς δὲ τῶν ἑτέρων δόξας διαιρετέον ἡμῖν Πρὸ 
28757	Michael Psellos	Theologica I	17/#3	Eustratius of Nicaea	In Ethica Nicomachea I	/6#3	4	0.0	πικρᾶς ἅλμης τοῦ ὕδατος φημὶ δὴ τῶν ἐν τῷ βίῳ πραγμάτων οὐκ ἂν ἄλλως πρὸς τοὺς
28758	Michael Psellos	Theologica I	20/#2	Eustratius of Nicaea	In Ethica Nicomachea I	/100#1	4	0.0	τὸ ἀλλοιούμενον ὅτι μὴ καὶ ἠλλοίωται καὶ ἐπὶ τῶν ἄλλων ὡσαύτως εἰ δ ἐκινεῖτο θεό
28759	Michael Psellos	Theologica I	27/#3	Eustratius of Nicaea	In Ethica Nicomachea I	/4#3	4	0.0	εἴρηται πᾶς ἄνθρωπος ψεύστησ οὗτος γὰρ ὁ ἄνθρωπος ἐν τῷ πονηρῷ κεῖται ἕτερος δέ 
28760	Michael Psellos	Theologica I	49/#13	Eustratius of Nicaea	In Ethica Nicomachea I	/41#3	4	0.0	αὐτόν φασι τὰ πάντα καὶ αὐτὸν τὸ πρὸ τῶν πάντων οἷόν τινα φησὶν ὁ Δαψάμιος ἁπλότ
28761	Michael Psellos	Theologica I	52/#8	Eustratius of Nicaea	In Ethica Nicomachea I	/13#2	4	0.0	γένος ἐστὶ μήτε διαφορὰ μήτε ἴδιον καὶ διὰ τοῦτο καὶ σὺ τὰς ἀφορμὰς ἐπορίσω τῶν 
28762	Michael Psellos	Theologica I	52/#8	Eustratius of Nicaea	In Ethica Nicomachea I	/13#1	4	0.0	γένος ἐστὶ μήτε διαφορὰ μήτε ἴδιον καὶ διὰ τοῦτο καὶ σὺ τὰς ἀφορμὰς ἐπορίσω τῶν 
28767	Michael Psellos	Theologica I	56/#4	Eustratius of Nicaea	In Ethica Nicomachea I	/13#1	4	0.0	νοῖ ἑνάδες ὧν δὴ πάντων ὑπερανέστηκεν ὁ θεός εἴ γε ἐπεχείρησας πρὸς οὐρανόν ὦ λῷ
28768	Michael Psellos	Theologica I	57/#9	Eustratius of Nicaea	In Ethica Nicomachea I	/44#1	4	0.0	γεννᾶν τὸν υἱόν ἵνα συνημμένον ᾖ τὸ αἴτιον τῷ αἰτιατῷ Βούλει μαθεῖν ἐφ ὧν ἐστιν 
28770	Michael Psellos	Theologica I	65/#2	Eustratius of Nicaea	In Ethica Nicomachea I	/21#1	4	0.0	μὲν συν εκδοχικῶς λέγεται τὰ δὲ κατὰ τὸν τρόπον τῆς ἀντιδόσεως ἃ δὲ καὶ πρὸς οἰκ
28771	Michael Psellos	Theologica I	71/#1	Eustratius of Nicaea	In Ethica Nicomachea I	/22#1	4	0.0	τὸν μὲν γεννῶν τὸ δὲ προβαλλόμενος καὶ αὐτὸ δὲ τὸ εἶναι ὁ γὰρ πατὴρ αἴτιος αὐτοῖ
28772	Michael Psellos	Theologica I	76/#2	Eustratius of Nicaea	In Ethica Nicomachea I	/111#1	4	0.0	καὶ ἀπορῆσαι πρῶτον μὲν περὶ αὐτῆς τῆς τοῦ πνεύματος φύσεως μᾶλλον δὲ διαστεῖλαι
28773	Michael Psellos	Theologica I	76/#7	Eustratius of Nicaea	In Ethica Nicomachea I	/6#2	4	0.0	μαργαρίτην ἐκεῖνο μὲν ὅτι δι αὐτοῦ τὴν πρὸς τὸν πατέρα προσαγωγὴν ἐσχήκαμεν τοῦτ
28774	Michael Psellos	Theologica I	80/#7	Eustratius of Nicaea	In Ethica Nicomachea I	/59#3	4	0.0	τῷ διδασκάλῳ οἱ μαθηταὶ τοὺς λόγους τοῦ σώματος καὶ τὸ μέτρον ὅσον ἐφικτὸν ἔγνωσ
28775	Michael Psellos	Theologica I	81/#3	Eustratius of Nicaea	In Ethica Nicomachea I	/113#2	4	0.0	συμπάθειαν συναυξάνει τούτῳ καὶ συνεπιδίδωσιν ὅθεν ἄλλως μὲν ἐν τοῖς σπαργάνοις 
28776	Michael Psellos	Theologica I	81/#4	Eustratius of Nicaea	In Ethica Nicomachea I	/113#2	4	0.0	συμπάθειαν συναυξάνει τούτῳ καὶ συνεπιδίδωσιν ὅθεν ἄλλως μὲν ἐν τοῖς σπαργάνοις 
28777	Michael Psellos	Theologica I	81/#7	Eustratius of Nicaea	In Ethica Nicomachea I	/36#1	4	0.0	πρὸς τὰς ἀνόδους καὶ ταῦτα παραγυμνοῖ οὕτω δὴ καὶ ὁ νοητὸς ἥλιος ἀνθρακώδης μὲν 
28778	Michael Psellos	Theologica I	81/#8	Eustratius of Nicaea	In Ethica Nicomachea I	/82#3	4	0.0	τὴν πρὸς τὴν σάρκα δεικνὺς οἰκείωσιν διὰ τὸ τῆς φύσεως ἀτελές ἔπειτα οἷον ὑπεράν
28780	Michael Psellos	Theologica I	87/#5	Eustratius of Nicaea	In Ethica Nicomachea I	/87#1	4	0.0	παρῳχηκότος ἐστέρηται καὶ τοῦ μέλλοντος ἀλλ ὁ τὸ εἶναι δοὺς τῷ θεῷ λόγος πᾶν τὸ 
28781	Michael Psellos	Theologica I	87/#7	Eustratius of Nicaea	In Ethica Nicomachea I	/4#1	4	0.0	σταυρὸν ἐπὶ τῶν ὤμων ἔχοντες ἀναγόμεθα Ἀλλὰ περὶ μὲν τούτων μακρὸς ἂν εἴη καιρὸς
28782	Michael Psellos	Theologica I	89/#6	Eustratius of Nicaea	In Ethica Nicomachea I	/47#3	4	0.0	τί ποτ οὖν ἐστι τὸ ἀπόρρητον τῶν ὄντων τὰ μὲν ἁπλᾶ ἐστι τὰ δὲ σύν θετα
28783	Michael Psellos	Theologica I	94/#6	Eustratius of Nicaea	In Ethica Nicomachea I	/36#1	4	0.0	τῆς ὁσιότητος λόγος περι ληπτός ἐστιν οὕτω δὴ καὶ ὁ τῆς θεώσεως ἀλλὰ τὸν ἅπαντα 
28784	Michael Psellos	Theologica I	97/#6	Eustratius of Nicaea	In Ethica Nicomachea I	/89#2	4	0.0	εὐθὺς εἰς τὸν ὁρισμὸν τούτου παραλαμβάνει τὸ αἴτιον ἐπεὶ γὰρ ἀποδείκνυται πάντα 
28785	Michael Psellos	Theologica I	101/#3	Eustratius of Nicaea	In Ethica Nicomachea I	/49#1	4	0.0	καὶ πῶς ἂν γρηγοροίημεν ζητεῖ δὲ καὶ περὶ τῆς τοῦ κυρίου παρουσίας πότερον τὴν δ
28786	Michael Psellos	Theologica I	104/#2	Eustratius of Nicaea	In Ethica Nicomachea I	/117#2	4	0.0	τῶν ἀπορουμένων πρῶ τον τὸ περὶ τοῦ λόγου καὶ τῆς θεωρίασ ὅπως ποτὲ διὰ τούτων ἡ
28787	Michael Psellos	Theologica I	104/#2	Eustratius of Nicaea	In Ethica Nicomachea I	/117#3	4	0.0	τῶν ἀπορουμένων πρῶ τον τὸ περὶ τοῦ λόγου καὶ τῆς θεωρίασ ὅπως ποτὲ διὰ τούτων ἡ
28788	Michael Psellos	Theologica I	105/#3	Eustratius of Nicaea	In Ethica Nicomachea I	/7#3	4	0.0	καὶ οὐκ ἄναρχον εἰ μὲν γὰρ πρὸς τὸ πρῶτον αἴτιον ἀνάγοις οὐκ ἄναρχον ἐκεῖθεν γάρ
28789	Michael Psellos	Theologica I	105/#8	Eustratius of Nicaea	In Ethica Nicomachea I	/47#3	4	0.0	ἀπὸ νοῦ γεννῶσι νοῦν δὲ ἀπὸ τοῦ ὄντος τὸ δὲ ὂν ἀπὸ τοῦ ἑνός Τὸ γοῦν
28792	Michael Psellos	Theologica I	107/#8	Eustratius of Nicaea	In Ethica Nicomachea I	/42#2	4	0.0	ὀνόμασιν ἀλλ ἐν πράγμασίν ἐστιν ἡμῖν ἡ ἀλήθεια οἱ δέ ὥσπερ δεδοικότες μὴ πάντα κ
28793	Michael Psellos	Theologica I	107/#9	Eustratius of Nicaea	In Ethica Nicomachea I	/118#1	4	0.0	εἶναι τὸν υἱὸν ὁμολογοῦσιν ὅταν βιασθῶσι τῷ λόγῳ καὶ ταῖς μαρτυρίαις ὁμώνυμον δὲ
28795	Michael Psellos	Theologica I	111/#3	Eustratius of Nicaea	In Ethica Nicomachea I	/31#3	4	0.0	τὸ αὐτὸ καὶ κατὰ τὴν ὑπόστασιν καὶ εἴ τι ἓν καὶ ἡνωμένον ἄλλῳ τυγχάνει κατὰ τὴν
28796	Michael Psellos	Theologica I	111/#6	Eustratius of Nicaea	In Ethica Nicomachea I	/117#3	4	0.0	λέγομεν καὶ ὥσπερ διὰ τὸ ἑτεροούσιον τοῦ λόγου καὶ τῆς σαρκὸς δύο οὐσίας φαμέν ο
28797	Michael Psellos	Theologica I	113/#9	Eustratius of Nicaea	In Ethica Nicomachea I	/6#3	4	0.0	τοῦτό φησιν ὁ ἀπόστο λος ἐξ αὐτοῦ καὶ δι αὐτοῦ καὶ εἰς αὐτόν ὅτι τε φησίν
28799	Michael Psellos	Theologica I	2/#4	Eustratius of Nicaea	In Ethica Nicomachea I	/97#1	4	0.0	ὁ δὲ ἐνεργεῖται ἑτεροούσια δὲ ταῦτα ὡς ἐπὶ τῶν τεχνῶν δῆλον καθέστηκεν ἑτέρας ἄρ
28800	Michael Psellos	Theologica I	2/#4	Eustratius of Nicaea	In Ethica Nicomachea I	/54#3	4	0.0	ἐνεργουμένου γάρ τινος ἡ ἐνέργεια τί δ ἄλλο τὸ ἐνεργούμενον παρὰ τοῦ πατρικοῦ το
28802	Michael Psellos	Theologica I	3/#4	Eustratius of Nicaea	In Ethica Nicomachea I	/42#3	4	0.0	τῶν οὐσιωδῶς κατηγορουμένων προσχρησαμένου τῷ ῥήματι οὗτος καὶ ἐπὶ τῶν κατὰ συμβ
28805	Michael Psellos	Theologica I	4/#10	Eustratius of Nicaea	In Ethica Nicomachea I	/63#3	4	0.0	κλήσει πρὸς πᾶσαν γραφικὴν μαρτυρίαν τυφλώττων καὶ πρὸς αὐτὸ τὸ ἀίδιον φῶς καὶ μ
28807	Michael Psellos	Theologica I	8a/#10	Eustratius of Nicaea	In Ethica Nicomachea I	/6#2	4	0.0	τῷ τρόπῳ τῆς ἀντιδό σεως τὴν σὴν πρὸς τὸν πατέρα προσαγωγήν τὴν πρὸς τὰ ἔθνη μετ
28808	Michael Psellos	Theologica I	11/#12	Eustratius of Nicaea	In Ethica Nicomachea I	/36#1	4	0.0	θεός πλὴν ταῦτά φημι οὐκ ἀγνοῶν ὅτι καὶ τῷ τοῦ ὅλου ὀνόματι ἐπὶ θεοῦ τινες κατεχ
28810	Michael Psellos	Theologica I	13/#4	Eustratius of Nicaea	In Ethica Nicomachea I	/80#1	4	0.0	λοιπὰ τῶν ὀνομάτων ὡσαύτως αὐτῷ ἀπομεριζόμεθα τούτων δὲ τὰ μὲν κοινὰ τοῖς τρισὶ 
28811	Michael Psellos	Theologica I	14/#2	Eustratius of Nicaea	In Ethica Nicomachea I	/14#3	4	0.0	οὖν ὅτι τῶν ἁμαρτανομένων τὰ μὲν αὐτόθεν πρὸς τὸν θεὸν ἔχει τὴν ἀναφοράν τὰ δὲ δ
28812	Michael Psellos	Theologica I	14/#2	Eustratius of Nicaea	In Ethica Nicomachea I	/49#2	4	0.0	ροῦντος ἢ ἀντιλέγοντος ὁ πᾶσιν ἀνάλωτος καὶ αὐτοῦ δὴ τοῦ δεδικαιῶσθαι ὑψηλότερος
28813	Michael Psellos	Theologica I	20/#9	Eustratius of Nicaea	In Ethica Nicomachea VI	/367#3	4	0.0	εἰς δυάδα μέχρι τριάδος κινηθεῖσα καὶ γὰρ οὕτως ἔχει ἡ μονάς ἤτοι αὐτὴ ἡ θεότης 
28814	Michael Psellos	Theologica I	3/#10	Eustratius of Nicaea	In Ethica Nicomachea VI	/268#2	4	0.0	εἴπῃ παραλογίζεται ὥς πού τις οἴεται τὸ μὴ ὂν εἶναι ἐνταῦθα εἰρηκότος γὰρ τοῦ Πλ
28815	Michael Psellos	Theologica I	24/#9	Eustratius of Nicaea	In Ethica Nicomachea VI	/258#3	4	0.0	δὴ καὶ κενοδρομεῖν πρὸς οὐρανὸν πτερυσσόμενοι Καὶ ταῦτα μὲν οὕτως ἐπεὶ δὲ ὁ Εὐνό
28816	Michael Psellos	Theologica I	29/#2	Eustratius of Nicaea	In Ethica Nicomachea VI	/391#2	4	0.0	ἀπολωλέκασι Πρὸς δὴ τὰς τοιαύτας ἀπορίας τῶν ἐν ἡμῖν ἀπορρήτων ὠδῖνας τῶν λογικῶ
28817	Michael Psellos	Theologica I	33/#4	Eustratius of Nicaea	In Ethica Nicomachea VI	/334#2	4	0.0	μόνως παθεῖν ναυπηγητέον οὖν ὥσπερ ἡμῖν ἐπὶ τῶν πράξεων τὸ πρὸς θεὸν ὄχημα καὶ ξ
28818	Michael Psellos	Theologica I	35/#5	Eustratius of Nicaea	In Ethica Nicomachea VI	/387#2	4	0.0	ἀγαθῶν ἑτοιμότης ἢ λέβης ἐλπίδος ἐστὶν ὁ νοῦς ὁ δεκτικὸς τῶν κατ ἐπαγ γελίαν διδ
28820	Michael Psellos	Theologica I	84/#1	Eustratius of Nicaea	In Ethica Nicomachea VI	/339#2	4	0.0	τῷ δὲ εἰς τὸ ἅγιον πνεῦμα βλασφημήσαντι οὐκ ἀφεθήσεται Ἔστι
28822	Michael Psellos	Theologica I	111/#6	Eustratius of Nicaea	In Ethica Nicomachea VI	/396#3	4	0.0	λέγομεν καὶ ὥσπερ διὰ τὸ ἑτεροούσιον τοῦ λόγου καὶ τῆς σαρκὸς δύο οὐσίας φαμέν ο
28823	Michael Psellos	Theologica I	24/#2	Eustratius of Nicaea	In Ethica Nicomachea VI	/356#2	4	0.0	ὡς ἐν τύπῳ εἰπεῖν ἢ ἀριθμῷ ἢ εἴδει ἢ γένει ἤ ὡς ἐν ἄλλοις ὁ φιλόσοφος
28824	Michael Psellos	Theologica I	24/#9	Eustratius of Nicaea	In Ethica Nicomachea VI	/258#2	4	0.0	δὴ καὶ κενοδρομεῖν πρὸς οὐρανὸν πτερυσσόμενοι Καὶ ταῦτα μὲν οὕτως ἐπεὶ δὲ ὁ Εὐνό
28826	Michael Psellos	Theologica I	44/#4	Eustratius of Nicaea	In Ethica Nicomachea VI	/403#2	4	0.0	γὰρ δή τι ταὐτόν ἐστιν ὥσπερ ἂν εἴ τις ἰατρός ἐμψύχου πυρέττοντος σώματος τὴν σκ
28827	Michael Psellos	Theologica I	49/#2	Eustratius of Nicaea	In Ethica Nicomachea VI	/339#2	4	0.0	εἰπεῖν δὲ καὶ ὁ θεολογικός ἀνερευνᾷ τε τὰ ὑποκείμενα καὶ πιστὰ καὶ ἀληθῆ οἴεται 
28830	Michael Psellos	Theologica I	61/#8	Eustratius of Nicaea	In Ethica Nicomachea VI	/352#1	4	0.0	κεῖνται τὰ στοιχεῖα τοῖς ἄκροις θιγγάνοντα κατὰ δὲ τὰ μερικὰ ἀποσπάσματα
28835	Michael Psellos	Theologica I	85/#4	Eustratius of Nicaea	In Ethica Nicomachea VI	/258#2	4	0.0	γε καὶ δεῖ ἀλλ ἄπειρον καὶ τὴν φύσιν καὶ τὴν ἐνέργειαν καὶ τὴν δύναμιν ἐφ οὗ
28836	Michael Psellos	Theologica I	87/#7	Eustratius of Nicaea	In Ethica Nicomachea VI	/291#3	4	0.0	σταυρὸν ἐπὶ τῶν ὤμων ἔχοντες ἀναγόμεθα Ἀλλὰ περὶ μὲν τούτων μακρὸς ἂν εἴη καιρὸς
28837	Michael Psellos	Theologica I	87/#8	Eustratius of Nicaea	In Ethica Nicomachea VI	/291#3	4	0.0	σταυρὸν ἐπὶ τῶν ὤμων ἔχοντες ἀναγόμεθα Ἀλλὰ περὶ μὲν τούτων μακρὸς ἂν εἴη καιρὸς
28838	Michael Psellos	Theologica I	108/#3	Eustratius of Nicaea	In Ethica Nicomachea VI	/320#1	4	0.0	ἀποβολὴ τῆς φυσικῆς περὶ ταύτην κινήσεως καὶ τῶν κατ ἀρετὴν καὶ φύσιν τῶν ὄντων 
28839	Michael Psellos	Theologica I	3/#4	Eustratius of Nicaea	In Ethica Nicomachea VI	/310#3	4	0.0	τῶν οὐσιωδῶς κατηγορουμένων προσχρησαμένου τῷ ῥήματι οὗτος καὶ ἐπὶ τῶν κατὰ συμβ
28841	Michael Psellos	Theologica I	12/#9	Eustratius of Nicaea	In Ethica Nicomachea VI	/382#1	4	0.0	φύσεις θεὸς τέλειος καὶ ἄνθρωπος τέλειος οὐ γὰρ εἴ τι ἐξ ὧν ἐστι τοῦτο δὴ αὐτὰ
28842	Michael Psellos	Theologica I	15/#5	Eustratius of Nicaea	In Ethica Nicomachea VI	/371#3	4	0.0	τὸν θεὸν ἔρως διάπυρος ἀτελὴς δὲ ἡ γνώμη καὶ ἡ ψυχὴ θήλεια ὄντως οὐ γὰρ διὰ
28843	Michael Psellos	Theologica I	16/#9	Eustratius of Nicaea	In Ethica Nicomachea VI	/374#1	4	0.0	αὐτὸ συστῆσαι ἀφανίζομεν αὐτοῦ τὸ ἀξιόπιστον τοῦτο γάρ ἐστι τὸ λύομεν Ὅταν οὖν δ
28844	Michael Psellos	Theologica I	16/#9	Eustratius of Nicaea	In Ethica Nicomachea VI	/374#2	4	0.0	αὐτὸ συστῆσαι ἀφανίζομεν αὐτοῦ τὸ ἀξιόπιστον τοῦτο γάρ ἐστι τὸ λύομεν Ὅταν οὖν δ
28848	Michael Psellos	Theologica I	20/#1	Eustratius of Nicaea	In Ethica Nicomachea VI	/363#4	4	0.0	ἐστί τοῦτο δ ἔστι τὸ ἀρχόμενον τὰ δὲ πρός τι ἅμα τῇ φύσει ὥσθ ἅμα ἀρχή
28849	Michael Psellos	Theologica I	20/#1	Eustratius of Nicaea	In Ethica Nicomachea VI	/401#2	4	0.0	τῶν πρὸς ἄλλο πως ἐχόντων ἐστί τοῦτο δ ἔστι τὸ ἀρχόμενον τὰ δὲ πρός τι ἅμα
28850	Michael Psellos	Theologica I	20/#1	Eustratius of Nicaea	In Ethica Nicomachea VI	/401#3	4	0.0	τῶν πρὸς ἄλλο πως ἐχόντων ἐστί τοῦτο δ ἔστι τὸ ἀρχόμενον τὰ δὲ πρός τι ἅμα
28851	Michael Psellos	Theologica I	20/#2	Eustratius of Nicaea	In Ethica Nicomachea VI	/363#4	4	0.0	ἐστί τοῦτο δ ἔστι τὸ ἀρχόμενον τὰ δὲ πρός τι ἅμα τῇ φύσει ὥσθ ἅμα ἀρχή
28852	Michael Psellos	Theologica I	20/#2	Eustratius of Nicaea	In Ethica Nicomachea VI	/401#3	4	0.0	ἐχόντων ἐστί τοῦτο δ ἔστι τὸ ἀρχόμενον τὰ δὲ πρός τι ἅμα
28853	Michael Psellos	Theologica I	20/#2	Eustratius of Nicaea	In Ethica Nicomachea VI	/310#3	4	0.0	τὸ ἀλλοιούμενον ὅτι μὴ καὶ ἠλλοίωται καὶ ἐπὶ τῶν ἄλλων ὡσαύτως εἰ δ ἐκινεῖτο θεό
28854	Michael Psellos	Theologica I	20/#2	Eustratius of Nicaea	In Ethica Nicomachea VI	/310#4	4	0.0	τὸ ἀλλοιούμενον ὅτι μὴ καὶ ἠλλοίωται καὶ ἐπὶ τῶν ἄλλων ὡσαύτως εἰ δ ἐκινεῖτο θεό
28855	Michael Psellos	Theologica I	23/#9	Eustratius of Nicaea	In Ethica Nicomachea VI	/329#4	4	0.0	πρόσωπα ἃ δὴ καὶ διῄρηται οὐ τῇ φύσει ἡ αὐτὴ γὰρ ἐν ἅπασι καὶ ὁμότιμος ἀλλὰ
28858	Michael Psellos	Theologica I	27/#4	Eustratius of Nicaea	In Ethica Nicomachea VI	/361#3	4	0.0	δὲ ταῖς τοῦ σώματος ἡδοναῖς ἀποχρώμενος ἔστι δὲ οὗτος ὁ τὴν πρακτικὴν ἀρετὴν μετ
28859	Michael Psellos	Theologica I	27/#17	Eustratius of Nicaea	In Ethica Nicomachea VI	/265#1	4	0.0	βυθὸς οὗτος ἕτερος νοημάτων καὶ πολὺς ὁ περὶ τούτου λόγος εἰς ἕτερον ἀναμεινάτω 
28861	Michael Psellos	Theologica I	31/#1	Eustratius of Nicaea	In Ethica Nicomachea VI	/305#2	4	0.0	χωρὶς νόμων διαταγῆς ἕτερον δὲ τὸ παρὰ τὸν νόμον τῆς φύσεως τί δὲ τοῦτό ἐστι προ
28862	Michael Psellos	Theologica I	42/#1	Eustratius of Nicaea	In Ethica Nicomachea VI	/332#2	4	0.0	διαφόροις καὶ ἐναντίοις δηλοῦται ὀνόμασιν ἡ γὰρ κατ ἀρετὴν καὶ γνῶσιν προκοπή τε
28863	Michael Psellos	Theologica I	44/#3	Eustratius of Nicaea	In Ethica Nicomachea VI	/403#2	4	0.0	τοῦτο γὰρ δή τι ταὐτόν ἐστιν ὥσπερ ἂν εἴ τις ἰατρός ἐμψύχου πυρέττοντος σώματος 
28865	Michael Psellos	Theologica I	50/#3	Eustratius of Nicaea	In Ethica Nicomachea VI	/320#1	4	0.0	κατηγορίαν κινήσεων τὴν μὲν περὶ τὸ μέσον λέγει τὴν δὲ ἀπὸ τοῦ μέσου τὴν δὲ ἐπὶ
